transaction_id,user_id,timestamp,transaction_amount,merchant_category,merchant_id,payment_method,device_id,device_type,city,hour_of_day,day_of_week,is_weekend,transaction_gap_minutes,daily_transaction_count,average_amount_last_7_days,std_amount_last_7_days,merchant_visit_frequency,device_usage_frequency,location_visit_frequency,new_device,new_location,new_merchant,distance_from_last_transaction_km,label
TXN08-00029,8,2026-05-12 13:41:57,1495.56,Electronics,80001,Card,DEV-08-3,iPhone,Hyderabad,13,1,0,3.65,29,2737.98,1394.47,5,4,29,0,0,0,0.0,0
TXN08-00030,8,2026-05-12 13:53:50,1070.29,Amazon,80006,UPI,DEV-08-1,Android,Hyderabad,13,1,0,11.88,30,2695.13,1388.84,2,20,30,0,0,0,0.0,0
TXN08-00031,8,2026-05-12 14:29:29,3035.66,Myntra,80004,UPI,DEV-08-1,Android,Hyderabad,14,1,0,35.65,31,2640.97,1396.3,5,21,31,0,0,0,0.0,0
TXN08-00032,8,2026-05-12 14:32:23,480.76,Myntra,80013,UPI,DEV-08-1,Android,Hyderabad,14,1,0,2.9,32,2653.7,1375.37,1,22,32,0,0,1,0.0,0
TXN08-00033,8,2026-05-12 15:20:19,1610.57,Myntra,80004,Card,DEV-08-1,Android,Hyderabad,15,1,0,47.93,33,2585.8,1405.51,6,23,33,0,0,0,0.0,0
TXN08-00034,8,2026-05-12 15:23:26,6000.0,Myntra,80004,Card,DEV-08-2,iPhone,Hyderabad,15,1,0,3.12,34,2556.25,1394.11,7,7,34,0,0,0,0.0,0
TXN08-00035,8,2026-05-12 15:31:42,1944.52,Amazon,80005,Card,DEV-08-1,Android,Hyderabad,15,1,0,8.27,35,2657.53,1491.62,1,24,35,0,0,1,0.0,0
TXN08-00036,8,2026-05-12 16:36:45,1846.16,Flipkart,80010,Card,DEV-08-3,iPhone,Hyderabad,16,1,0,65.05,36,2637.16,1474.95,2,5,36,0,0,0,0.0,0
TXN08-00037,8,2026-05-12 16:38:11,2575.99,Amazon,80018,Card,DEV-08-3,iPhone,Hyderabad,16,1,0,1.43,37,2615.19,1460.12,2,6,37,0,0,0,0.0,0
TXN08-00038,8,2026-05-12 16:46:15,1150.65,Amazon,80014,UPI,DEV-08-2,iPhone,Hyderabad,16,1,0,8.07,38,2614.13,1440.26,1,8,38,0,0,1,0.0,0
TXN08-00039,8,2026-05-12 17:11:01,974.88,Myntra,80004,Card,DEV-08-1,Android,Hyderabad,17,1,0,24.77,39,2575.62,1440.36,8,25,39,0,0,0,0.0,0
TXN08-00040,8,2026-05-12 17:14:48,1233.46,Flipkart,80012,Card,DEV-08-2,iPhone,Hyderabad,17,1,0,3.78,40,2534.57,1444.12,2,9,40,0,0,0,0.0,0
TXN08-00041,8,2026-05-12 17:16:02,2733.18,Flipkart,80023,UPI,DEV-08-1,Android,Hyderabad,17,1,0,1.23,41,2502.05,1440.35,1,26,41,0,0,1,0.0,0
TXN08-00042,8,2026-05-12 17:21:14,2271.44,Electronics,80001,Card,DEV-08-3,iPhone,Hyderabad,17,1,0,5.2,42,2507.68,1423.12,6,7,42,0,0,0,0.0,0
TXN08-00043,8,2026-05-12 17:31:03,3809.72,Myntra,80004,Card,DEV-08-2,iPhone,Hyderabad,17,1,0,9.82,43,2502.06,1406.54,9,10,43,0,0,0,0.0,0
TXN08-00044,8,2026-05-12 17:45:19,5105.23,Flipkart,80019,Card,DEV-08-2,iPhone,Hyderabad,17,1,0,14.27,44,2532.47,1403.99,3,11,44,0,0,0,0.0,0
TXN08-00045,8,2026-05-12 17:51:17,5208.04,Flipkart,80021,UPI,DEV-08-1,Android,Hyderabad,17,1,0,5.97,45,2590.94,1439.93,2,27,45,0,0,0,0.0,0
TXN08-00046,8,2026-05-12 18:12:39,693.77,Amazon,80005,UPI,DEV-08-1,Android,Hyderabad,18,1,0,21.37,46,2649.1,1475.17,2,28,46,0,0,0,0.0,0
TXN08-00047,8,2026-05-12 18:31:46,1941.15,Electronics,80020,Card,DEV-08-2,iPhone,Hyderabad,18,1,0,19.12,47,2606.59,1486.65,2,12,47,0,0,0,0.0,0
TXN08-00048,8,2026-05-12 18:31:53,3077.46,Amazon,80003,UPI,DEV-08-1,Android,Hyderabad,18,1,0,0.12,48,2592.43,1473.89,3,29,48,0,0,0,0.0,0
TXN08-00049,8,2026-05-12 18:35:05,3034.05,Myntra,80004,Card,DEV-08-1,Android,Hyderabad,18,1,0,3.2,49,2602.54,1460.1,10,30,49,0,0,0,0.0,0
TXN08-00050,8,2026-05-12 18:50:10,1132.6,Electronics,80015,Card,DEV-08-3,iPhone,Hyderabad,18,1,0,15.08,50,2611.34,1446.41,1,8,50,0,0,1,0.0,0
TXN08-00051,8,2026-05-12 18:52:14,1890.02,Flipkart,80010,Card,DEV-08-3,iPhone,Hyderabad,18,1,0,2.07,51,2581.77,1446.76,3,9,51,0,0,0,0.0,0
TXN08-00052,8,2026-05-12 18:54:50,1442.91,Myntra,80004,Card,DEV-08-2,iPhone,Hyderabad,18,1,0,2.6,52,2568.21,1435.71,11,13,52,0,0,0,0.0,0
TXN08-00053,8,2026-05-12 19:02:05,577.31,Amazon,80006,UPI,DEV-08-3,iPhone,Hyderabad,19,1,0,7.25,53,2546.57,1430.21,3,10,53,0,0,0,0.0,0
TXN08-00054,8,2026-05-12 19:10:32,1566.16,Flipkart,80019,UPI,DEV-08-3,iPhone,Hyderabad,19,1,0,8.45,54,2509.41,1441.77,4,11,54,0,0,0,0.0,0
TXN08-00055,8,2026-05-12 19:12:18,2069.52,Flipkart,80012,Card,DEV-08-1,Android,Hyderabad,19,1,0,1.77,55,2491.94,1434.01,3,31,55,0,0,0,0.0,0
TXN08-00056,8,2026-05-12 19:22:31,1001.14,Myntra,80004,UPI,DEV-08-2,iPhone,Hyderabad,19,1,0,10.22,56,2484.26,1422.03,12,14,56,0,0,0,0.0,0
TXN08-00057,8,2026-05-12 19:26:12,2223.29,Amazon,80003,Card,DEV-08-3,iPhone,Hyderabad,19,1,0,3.68,57,2457.78,1422.9,4,12,57,0,0,0,0.0,0
TXN08-00058,8,2026-05-12 19:57:16,5612.2,Amazon,80003,UPI,DEV-08-1,Android,Hyderabad,19,1,0,31.07,58,2453.66,1410.7,5,32,58,0,0,0,0.0,0
TXN08-00059,8,2026-05-12 20:36:20,434.36,Amazon,80016,UPI,DEV-08-1,Android,Hyderabad,20,1,0,39.07,59,2508.12,1457.67,2,33,59,0,0,0,0.0,0
TXN08-00060,8,2026-05-12 21:26:55,1041.53,Amazon,80005,Card,DEV-08-1,Android,Hyderabad,21,1,0,50.58,60,2472.97,1469.85,3,34,60,0,0,0,0.0,0
TXN08-00061,8,2026-05-12 21:51:49,3202.1,Flipkart,80012,Card,DEV-08-2,iPhone,Hyderabad,21,1,0,24.9,61,2449.12,1469.02,4,15,61,0,0,0,0.0,0
TXN08-00062,8,2026-05-12 22:04:06,1351.34,Amazon,80005,Card,DEV-08-2,iPhone,Hyderabad,22,1,0,12.28,62,2461.46,1460.06,4,16,62,0,0,0,0.0,0
TXN08-00063,8,2026-05-12 22:04:45,3408.18,Amazon,80003,Card,DEV-08-1,Android,Hyderabad,22,1,0,0.65,63,2443.55,1454.98,6,35,63,0,0,0,0.0,0
TXN08-00064,8,2026-05-12 22:05:27,5903.44,Myntra,80007,Card,DEV-08-3,iPhone,Hyderabad,22,1,0,0.7,64,2458.87,1448.41,1,13,64,0,0,1,0.0,0
TXN08-00065,8,2026-05-12 22:14:21,2491.84,Electronics,80015,Card,DEV-08-2,iPhone,Hyderabad,22,1,0,8.9,65,2512.69,1499.2,2,17,65,0,0,0,0.0,0
TXN08-00066,8,2026-05-12 22:19:27,1330.7,Flipkart,80002,UPI,DEV-08-2,iPhone,Hyderabad,22,1,0,5.1,66,2512.37,1487.63,4,18,66,0,0,0,0.0,0
TXN08-00067,8,2026-05-12 22:28:17,1602.41,Flipkart,80023,Card,DEV-08-1,Android,Hyderabad,22,1,0,8.83,67,2494.46,1483.35,2,36,67,0,0,0,0.0,0
TXN08-00068,8,2026-05-12 22:30:32,2964.45,Amazon,80003,Card,DEV-08-1,Android,Hyderabad,22,1,0,2.25,68,2481.15,1476.21,7,37,68,0,0,0,0.0,0
TXN08-00069,8,2026-05-12 22:41:09,3011.82,Flipkart,80002,UPI,DEV-08-1,Android,Hyderabad,22,1,0,10.62,69,2488.26,1466.47,5,38,69,0,0,0,0.0,0
TXN08-00070,8,2026-05-12 23:02:22,738.29,Myntra,80004,UPI,DEV-08-4,Android,Hyderabad,23,1,0,21.22,70,2495.84,1457.15,13,1,70,1,0,0,0.0,0
TXN08-00071,8,2026-05-12 23:08:46,2055.0,Myntra,80004,UPI,DEV-08-2,iPhone,Hyderabad,23,1,0,6.4,71,2470.74,1461.66,14,19,71,0,0,0,0.0,0
TXN08-00072,8,2026-05-12 23:30:10,4493.06,Amazon,80016,Card,DEV-08-3,iPhone,Hyderabad,23,1,0,21.4,72,2464.88,1452.16,3,14,72,0,0,0,0.0,0
TXN08-00073,8,2026-05-12 23:46:52,3426.39,Flipkart,80010,Card,DEV-08-2,iPhone,Hyderabad,23,1,0,16.7,73,2493.05,1461.44,4,20,73,0,0,0,0.0,0
TXN08-00074,8,2026-05-13 02:34:47,40000.0,Jewellery,80001,Card,DEV-08-1,Android,Hyderabad,2,2,0,167.92,1,2505.83,1455.44,7,39,74,0,0,0,0.0,1
TXN08-00075,8,2026-05-13 09:07:33,1652.54,Electronics,80015,Card,DEV-08-1,Android,Hyderabad,9,2,0,392.77,2,3012.51,4564.04,3,40,75,0,0,0,0.0,0
TXN08-00076,8,2026-05-13 09:07:56,4124.05,Flipkart,80019,Card,DEV-08-4,Android,Hyderabad,9,2,0,0.38,3,2994.38,4536.19,5,2,76,0,0,0,0.0,0
TXN08-00077,8,2026-05-13 09:11:25,2498.05,Amazon,80005,UPI,DEV-08-1,Android,Hyderabad,9,2,0,3.48,4,3009.24,4508.09,5,41,77,0,0,0,0.0,0
TXN08-00078,8,2026-05-13 09:33:57,3177.58,Myntra,80007,Card,DEV-08-1,Android,Hyderabad,9,2,0,22.53,5,3002.6,4479.09,2,42,78,0,0,0,0.0,0
TXN08-00079,8,2026-05-13 09:49:28,1106.05,Myntra,80004,Card,DEV-08-1,Android,Hyderabad,9,2,0,15.52,6,3004.85,4450.33,15,43,79,0,0,0,0.0,0
TXN08-00080,8,2026-05-13 09:55:58,2394.2,Myntra,80007,UPI,DEV-08-2,iPhone,Hyderabad,9,2,0,6.5,7,2980.81,4427.17,3,21,80,0,0,0,0.0,0
TXN08-00081,8,2026-05-13 10:04:35,3614.04,Myntra,80004,UPI,DEV-08-4,Android,Hyderabad,10,2,0,8.62,8,2973.48,4399.89,16,3,81,0,0,0,0.0,0
TXN08-00082,8,2026-05-13 10:23:46,4589.54,Amazon,80006,UPI,DEV-08-4,Android,Hyderabad,10,2,0,19.18,9,2981.39,4373.22,4,4,82,0,0,0,0.0,0
TXN08-00083,8,2026-05-13 10:37:38,1823.41,Electronics,80024,UPI,DEV-08-4,Android,Hyderabad,10,2,0,13.87,10,3001.0,4350.05,1,5,83,0,0,1,0.0,0
TXN08-00084,8,2026-05-13 11:00:15,3948.45,Electronics,80001,UPI,DEV-08-3,iPhone,Hyderabad,11,2,0,22.62,11,2986.81,4325.68,8,15,84,0,0,0,0.0,0
TXN08-00085,8,2026-05-13 11:10:22,3600.79,Amazon,80003,Card,DEV-08-1,Android,Hyderabad,11,2,0,10.12,12,2998.26,4301.12,8,44,85,0,0,0,0.0,0
TXN08-00086,8,2026-05-13 11:20:32,2503.92,Electronics,80015,UPI,DEV-08-2,iPhone,Hyderabad,11,2,0,10.17,13,3005.35,4276.24,4,22,86,0,0,0,0.0,0
TXN08-00087,8,2026-05-13 11:53:55,3121.64,Flipkart,80012,Card,DEV-08-3,iPhone,Hyderabad,11,2,0,33.38,14,2999.52,4251.64,5,16,87,0,0,0,0.0,0
TXN08-00088,8,2026-05-13 12:13:38,2123.8,Amazon,80006,Card,DEV-08-1,Android,Hyderabad,12,2,0,19.72,15,3000.92,4227.16,5,45,88,0,0,0,0.0,0
TXN08-00089,8,2026-05-13 12:21:12,2121.64,Myntra,80004,Card,DEV-08-2,iPhone,Hyderabad,12,2,0,7.57,16,2990.95,4204.1,17,23,89,0,0,0,0.0,0
TXN08-00090,8,2026-05-13 12:32:16,4473.06,Myntra,80007,UPI,DEV-08-2,iPhone,Hyderabad,12,2,0,11.07,17,2981.19,4181.42,4,24,90,0,0,0,0.0,0
TXN08-00091,8,2026-05-13 12:42:59,2954.08,Myntra,80007,Card,DEV-08-1,Android,Hyderabad,12,2,0,10.72,18,2997.76,4161.06,5,46,91,0,0,0,0.0,0
TXN08-00092,8,2026-05-13 13:09:41,3557.65,Myntra,80007,Card,DEV-08-1,Android,Hyderabad,13,2,0,26.7,19,2997.28,4138.14,6,47,92,0,0,0,0.0,0
TXN08-00093,8,2026-05-13 13:32:04,6000.0,Myntra,80011,Card,DEV-08-3,iPhone,Hyderabad,13,2,0,22.38,20,3003.37,4116.0,2,17,93,0,0,0,0.0,0
TXN08-00094,8,2026-05-13 13:50:48,5416.18,Electronics,80001,UPI,DEV-08-1,Android,Hyderabad,13,2,0,18.73,21,3035.6,4105.46,9,48,94,0,0,0,0.0,0
TXN08-00095,8,2026-05-13 13:57:31,3723.52,Flipkart,80019,UPI,DEV-08-1,Android,Hyderabad,13,2,0,6.72,22,3060.92,4090.86,6,49,95,0,0,0,0.0,0
TXN08-00096,8,2026-05-13 14:57:42,934.59,Electronics,80015,Card,DEV-08-2,iPhone,Hyderabad,14,2,0,60.18,23,3067.9,4069.83,5,25,96,0,0,0,0.0,0
TXN08-00097,8,2026-05-13 15:05:42,3635.09,Myntra,80004,UPI,DEV-08-1,Android,Hyderabad,15,2,0,8.0,24,3045.67,4054.37,18,50,97,0,0,0,0.0,0
TXN08-00098,8,2026-05-13 15:16:03,904.15,Flipkart,80002,UPI,DEV-08-1,Android,Hyderabad,15,2,0,10.35,25,3051.75,4033.86,6,51,98,0,0,0,0.0,0
TXN08-00099,8,2026-05-13 15:36:47,7883.97,Unknown Merchant,940267,Card,DEV-08-1,Android,Hyderabad,15,2,0,20.73,26,3029.84,4019.02,1,52,99,0,0,1,0.0,1
TXN08-00100,8,2026-05-13 15:45:00,929.38,Electronics,80020,UPI,DEV-08-1,Android,Hyderabad,15,2,0,8.22,27,3078.87,4028.02,3,53,100,0,0,0,0.0,0
TXN08-00101,8,2026-05-13 16:36:57,1790.16,Flipkart,80002,UPI,DEV-08-1,Android,Hyderabad,16,2,0,51.95,28,3057.37,4013.54,7,54,101,0,0,0,0.0,0
TXN08-00102,8,2026-05-13 16:41:43,2555.17,Flipkart,80021,UPI,DEV-08-2,iPhone,Hyderabad,16,2,0,4.77,29,3044.83,3995.59,3,26,102,0,0,0,0.0,0
TXN08-00103,8,2026-05-13 16:42:32,1803.2,Electronics,80008,Card,DEV-08-4,Android,Hyderabad,16,2,0,0.82,30,3040.03,3976.25,2,6,103,0,0,0,0.0,0
TXN08-00104,8,2026-05-13 16:49:41,1774.16,Amazon,80006,Card,DEV-08-1,Android,Hyderabad,16,2,0,7.15,31,3028.02,3958.75,6,55,104,0,0,0,0.0,0
TXN08-00105,8,2026-05-13 17:28:37,436.75,Amazon,80003,Card,DEV-08-3,iPhone,Hyderabad,17,2,0,38.93,32,3015.96,3941.58,9,18,105,0,0,0,0.0,0
TXN08-00106,8,2026-05-13 18:00:34,40000.0,Jewellery,80001,Card,DEV-08-1,Android,Hyderabad,18,2,0,31.95,33,2991.4,3930.75,10,56,106,0,0,0,0.0,1
TXN08-00107,8,2026-05-13 18:15:29,998.93,Amazon,80003,Card,DEV-08-3,iPhone,Hyderabad,18,2,0,14.92,34,3340.54,5301.34,10,19,107,0,0,0,0.0,0
TXN08-00108,8,2026-05-13 18:19:51,2301.31,Amazon,80005,UPI,DEV-08-3,iPhone,Hyderabad,18,2,0,4.37,35,3318.65,5281.32,6,20,108,0,0,0,0.0,0
TXN08-00109,8,2026-05-13 18:32:37,5855.84,Electronics,80001,UPI,DEV-08-3,iPhone,Hyderabad,18,2,0,12.77,36,3309.23,5257.72,11,21,109,0,0,0,0.0,0
TXN08-00110,8,2026-05-13 20:17:22,3317.73,Amazon,80003,Card,DEV-08-1,Android,Hyderabad,20,2,0,104.75,37,3332.59,5239.17,11,57,110,0,0,0,0.0,0
TXN08-00111,8,2026-05-13 20:19:17,3822.97,Amazon,80006,Card,DEV-08-3,iPhone,Hyderabad,20,2,0,1.92,38,3332.46,5215.3,7,22,111,0,0,0,0.0,0
TXN08-00112,8,2026-05-13 20:20:24,2186.53,Myntra,80004,UPI,DEV-08-1,Android,Hyderabad,20,2,0,1.12,39,3336.88,5191.97,19,58,112,0,0,0,0.0,0
TXN08-00113,8,2026-05-13 20:27:02,1803.79,Myntra,80009,Card,DEV-08-2,iPhone,Hyderabad,20,2,0,6.63,40,3326.61,5169.87,3,27,113,0,0,0,0.0,0
TXN08-00114,8,2026-05-13 20:28:18,1978.36,Flipkart,80010,UPI,DEV-08-1,Android,Hyderabad,20,2,0,1.27,41,3313.13,5148.92,5,59,114,0,0,0,0.0,0
TXN08-00115,8,2026-05-13 20:39:47,2550.02,Myntra,80007,UPI,DEV-08-4,Android,Hyderabad,20,2,0,11.48,42,3301.42,5127.8,7,7,115,0,0,0,0.0,0
TXN08-00116,8,2026-05-13 21:12:07,3149.94,Amazon,80003,UPI,DEV-08-2,iPhone,Hyderabad,21,2,0,32.33,43,3294.89,5105.93,12,28,116,0,0,0,0.0,0
TXN08-00117,8,2026-05-13 21:13:28,2028.58,Flipkart,80002,UPI,DEV-08-2,iPhone,Hyderabad,21,2,0,1.35,44,3293.64,5083.89,8,29,117,0,0,0,0.0,0
TXN08-00118,8,2026-05-13 22:11:16,3676.51,Flipkart,80021,Card,DEV-08-1,Android,Hyderabad,22,2,0,57.8,45,3282.83,5063.46,4,60,118,0,0,0,0.0,0
TXN08-00119,8,2026-05-13 23:05:47,4062.02,Myntra,80011,Card,DEV-08-5,Web,Hyderabad,23,2,0,54.52,46,3286.16,5042.08,3,1,119,1,0,0,0.0,0
TXN08-00120,8,2026-05-13 23:27:24,1952.64,Flipkart,80025,Card,DEV-08-1,Android,Hyderabad,23,2,0,21.62,47,3292.68,5021.35,1,61,120,0,0,1,0.0,0
TXN08-00121,8,2026-05-13 23:38:49,2270.82,Amazon,80003,UPI,DEV-08-1,Android,Hyderabad,23,2,0,11.42,48,3281.52,5001.87,13,62,121,0,0,0,0.0,0
TXN08-00122,8,2026-05-14 00:56:24,2411.91,Amazon,80001,Card,DEV-08-1,Android,Hyderabad,0,3,0,77.58,1,3273.16,4982.0,12,63,122,0,0,0,0.0,1
TXN08-00123,8,2026-05-14 09:12:50,977.96,Electronics,80001,Card,DEV-08-1,Android,Hyderabad,9,3,0,496.43,2,3266.1,4962.15,13,64,123,0,0,0,0.0,0
TXN08-00124,8,2026-05-14 09:16:11,3743.85,Electronics,80020,UPI,DEV-08-4,Android,Hyderabad,9,3,0,3.35,3,3247.5,4946.21,4,8,124,0,0,0,0.0,0
TXN08-00125,8,2026-05-14 09:30:59,3056.1,Myntra,80009,Card,DEV-08-3,iPhone,Hyderabad,9,3,0,14.8,4,3251.5,4926.42,4,23,125,0,0,0,0.0,0
TXN08-00126,8,2026-05-14 09:35:23,2079.44,Unknown Merchant,927802,Card,DEV-08-1,Android,Hyderabad,9,3,0,4.4,5,3249.94,4906.71,1,65,126,0,0,1,0.0,1
TXN08-00127,8,2026-05-14 09:57:05,1616.83,Amazon,80003,Card,DEV-08-5,Web,Hyderabad,9,3,0,21.7,6,3240.65,4888.3,14,2,127,0,0,0,0.0,0
TXN08-00128,8,2026-05-14 11:09:57,1160.72,Electronics,80001,UPI,DEV-08-5,Web,Hyderabad,11,3,0,72.87,7,3227.86,4871.13,14,3,128,0,0,0,0.0,0
TXN08-00129,8,2026-05-14 11:13:34,3368.07,Flipkart,80019,UPI,DEV-08-3,iPhone,Hyderabad,11,3,0,3.62,8,3211.72,4855.48,7,24,129,0,0,0,0.0,0
TXN08-00130,8,2026-05-14 11:43:13,5775.93,Amazon,80003,UPI,DEV-08-2,iPhone,Hyderabad,11,3,0,29.65,9,3212.93,4836.64,15,30,130,0,0,0,0.0,0
TXN08-00131,8,2026-05-14 11:52:47,1705.86,Electronics,80008,UPI,DEV-08-1,Android,Hyderabad,11,3,0,9.57,10,3232.64,4823.2,3,66,131,0,0,0,0.0,0
TXN08-00132,8,2026-05-14 12:04:34,1882.75,Electronics,80015,UPI,DEV-08-1,Android,Hyderabad,12,3,0,11.78,11,3220.99,4806.6,6,67,132,0,0,0,0.0,0
TXN08-00133,8,2026-05-14 12:28:38,6000.0,Amazon,80006,Card,DEV-08-3,iPhone,Hyderabad,12,3,0,24.07,12,3210.85,4789.76,8,25,133,0,0,0,0.0,0
TXN08-00134,8,2026-05-14 12:31:39,4321.5,Flipkart,80010,Card,DEV-08-3,iPhone,Hyderabad,12,3,0,3.02,13,3231.82,4777.8,6,26,134,0,0,0,0.0,0
TXN08-00135,8,2026-05-14 12:38:17,1072.96,Flipkart,80002,UPI,DEV-08-6,Android,Hyderabad,12,3,0,6.63,14,3239.95,4760.86,9,1,135,1,0,0,0.0,0
TXN08-00136,8,2026-05-14 12:41:20,5063.7,Myntra,80013,Card,DEV-08-3,iPhone,Hyderabad,12,3,0,3.05,15,3223.9,4746.83,2,27,136,0,0,0,0.0,0
TXN08-00137,8,2026-05-14 12:44:07,2013.62,Electronics,80024,UPI,DEV-08-1,Android,Hyderabad,12,3,0,2.78,16,3237.43,4731.96,2,68,137,0,0,0,0.0,0
TXN08-00138,8,2026-05-14 12:44:42,3067.07,Electronics,80024,Card,DEV-08-1,Android,Hyderabad,12,3,0,0.58,17,3228.5,4715.81,3,69,138,0,0,0,0.0,0
