transaction_id,user_id,timestamp,transaction_amount,merchant_category,merchant_id,payment_method,device_id,device_type,city,hour_of_day,day_of_week,is_weekend,transaction_gap_minutes,daily_transaction_count,average_amount_last_7_days,std_amount_last_7_days,merchant_visit_frequency,device_usage_frequency,location_visit_frequency,new_device,new_location,new_merchant,distance_from_last_transaction_km,label
TXN04-00040,4,2026-05-12 19:12:32,9597.81,Hotels,40001,Card,DEV-04-1,iPhone,Mumbai,19,1,0,9.57,40,22794.36,13930.47,5,31,31,0,0,0,0.0,0
TXN04-00041,4,2026-05-12 20:03:24,7295.52,Hotels,40006,Bank Transfer,DEV-04-2,iPhone,Mumbai,20,1,0,50.87,41,22464.45,13908.68,3,10,32,0,0,0,0.0,0
TXN04-00042,4,2026-05-12 20:09:13,7322.38,Office,40005,Card,DEV-04-2,iPhone,Mumbai,20,1,0,5.82,42,22094.47,13935.86,1,11,33,0,0,1,0.0,0
TXN04-00043,4,2026-05-12 20:16:01,50000.0,Suppliers,40004,Card,DEV-04-2,iPhone,Mumbai,20,1,0,6.8,43,21742.76,13951.92,1,12,34,0,0,1,0.0,0
TXN04-00044,4,2026-05-12 20:55:58,10145.93,Hotels,40007,Card,DEV-04-1,iPhone,Mumbai,20,1,0,39.95,44,22399.9,14431.44,1,32,35,0,0,1,0.0,0
TXN04-00045,4,2026-05-12 20:56:37,26301.2,Hotels,40010,UPI,DEV-04-1,iPhone,Mumbai,20,1,0,0.65,45,22121.4,14382.92,3,33,36,0,0,0,0.0,0
TXN04-00046,4,2026-05-13 03:30:55,26000.0,Suppliers,40001,Card,DEV-UNK-6605,Android,Mumbai,3,2,0,394.3,1,22214.29,14235.55,6,1,37,1,0,0,0.0,1
TXN04-00047,4,2026-05-13 07:15:14,9476.15,Overseas Merchant,909043,Card,DEV-04-1,iPhone,Singapore,7,2,0,224.32,2,22296.58,14090.78,1,34,1,0,1,1,3903.78,1
TXN04-00048,4,2026-05-13 08:05:32,16205.41,Hotels,40019,Card,DEV-04-2,iPhone,Mumbai,8,2,0,50.3,3,22023.81,14062.3,2,13,38,0,0,0,3903.78,0
TXN04-00049,4,2026-05-13 08:07:51,30697.2,Office,40005,UPI,DEV-04-1,iPhone,Mumbai,8,2,0,2.32,4,21902.59,13939.84,2,35,39,0,0,0,0.0,0
TXN04-00050,4,2026-05-13 08:07:53,44273.39,Suppliers,40022,Card,DEV-04-2,iPhone,Mumbai,8,2,0,0.03,5,22082.07,13852.79,2,14,40,0,0,0,0.0,0
TXN04-00051,4,2026-05-13 08:57:51,5137.18,Hotels,40001,Card,DEV-04-1,iPhone,Mumbai,8,2,0,49.97,6,22525.9,14061.08,7,36,41,0,0,0,0.0,0
TXN04-00052,4,2026-05-13 09:40:25,20645.23,Hotels,40030,UPI,DEV-04-1,iPhone,Mumbai,9,2,0,42.57,7,22184.94,14129.74,2,37,42,0,0,0,0.0,0
TXN04-00053,4,2026-05-13 09:46:55,15958.06,Fuel,40026,Card,DEV-04-1,iPhone,Mumbai,9,2,0,6.5,8,22155.33,13994.82,3,38,43,0,0,0,0.0,0
TXN04-00054,4,2026-05-13 09:50:26,50000.0,Hotels,40001,Card,DEV-04-1,iPhone,Mumbai,9,2,0,3.52,9,22038.4,13887.79,8,39,44,0,0,0,0.0,0
TXN04-00055,4,2026-05-13 10:00:37,5244.39,Fuel,40002,UPI,DEV-04-2,iPhone,Mumbai,10,2,0,10.18,10,22556.21,14265.68,5,15,45,0,0,0,0.0,0
TXN04-00056,4,2026-05-13 10:02:39,6565.99,Hotels,40013,Card,DEV-04-2,iPhone,Mumbai,10,2,0,2.03,11,22241.45,14323.38,2,16,46,0,0,0,0.0,0
TXN04-00057,4,2026-05-13 10:08:25,12357.42,Hotels,40001,Card,DEV-04-2,iPhone,Pune,10,2,0,5.77,12,21961.53,14345.91,9,17,5,0,0,0,120.15,0
TXN04-00058,4,2026-05-13 10:08:56,50000.0,Hotels,40001,Card,DEV-04-2,iPhone,Mumbai,10,2,0,0.52,13,21793.04,14275.31,10,18,47,0,0,0,120.15,0
TXN04-00059,4,2026-05-13 10:29:06,17305.74,Suppliers,40003,Card,DEV-04-1,iPhone,Mumbai,10,2,0,20.17,14,22279.37,14620.27,8,40,48,0,0,0,0.0,0
TXN04-00060,4,2026-05-13 10:34:41,21632.03,Fuel,40002,UPI,DEV-04-2,iPhone,Mumbai,10,2,0,5.58,15,22195.07,14510.05,6,19,49,0,0,0,0.0,0
TXN04-00061,4,2026-05-13 10:58:22,24278.5,Hotels,40029,Card,DEV-04-1,iPhone,Mumbai,10,2,0,23.68,16,22185.68,14388.8,1,41,50,0,0,1,0.0,0
TXN04-00062,4,2026-05-13 10:58:31,50000.0,Hotels,40001,Card,DEV-04-1,iPhone,Mumbai,10,2,0,0.15,17,22219.99,14272.85,11,42,51,0,0,0,0.0,0
TXN04-00063,4,2026-05-13 11:06:28,13797.77,Fuel,40009,UPI,DEV-04-2,iPhone,Mumbai,11,2,0,7.95,18,22668.06,14583.38,8,20,52,0,0,0,0.0,0
TXN04-00064,4,2026-05-13 11:26:52,34597.39,Office,40032,Card,DEV-04-2,iPhone,Mumbai,11,2,0,20.4,19,22527.26,14509.59,1,21,53,0,0,1,0.0,0
TXN04-00065,4,2026-05-13 11:27:19,48537.99,Fuel,40002,UPI,DEV-04-2,iPhone,Mumbai,11,2,0,0.45,20,22715.85,14473.41,7,22,54,0,0,0,0.0,0
TXN04-00066,4,2026-05-13 11:45:46,16818.87,Office,40005,UPI,DEV-04-1,iPhone,Mumbai,11,2,0,18.45,21,23113.12,14709.09,3,43,55,0,0,0,0.0,0
TXN04-00067,4,2026-05-13 12:01:37,16859.53,Hotels,40001,Card,DEV-04-1,iPhone,Mumbai,12,2,0,15.85,22,23017.75,14617.46,12,44,56,0,0,0,0.0,0
TXN04-00068,4,2026-05-13 12:07:28,36510.37,Fuel,40002,Card,DEV-04-2,iPhone,Pune,12,2,0,5.85,23,22925.84,14527.17,8,23,6,0,0,0,120.15,0
TXN04-00069,4,2026-05-13 12:26:16,23540.05,Fuel,40009,Bank Transfer,DEV-04-2,iPhone,Mumbai,12,2,0,18.8,24,23125.61,14512.38,9,24,57,0,0,0,120.15,0
TXN04-00070,4,2026-05-13 12:26:32,21921.68,Hotels,40019,Bank Transfer,DEV-04-1,iPhone,Mumbai,12,2,0,0.27,25,23131.62,14406.92,3,45,58,0,0,0,0.0,0
TXN04-00071,4,2026-05-13 12:54:56,10284.7,Hotels,40029,Card,DEV-04-1,iPhone,Mumbai,12,2,0,28.4,26,23114.33,14304.36,2,46,59,0,0,0,0.0,0
TXN04-00072,4,2026-05-13 13:25:03,31519.65,Hotels,40007,Card,DEV-04-1,iPhone,Mumbai,13,2,0,30.12,27,22933.63,14283.5,2,47,60,0,0,0,0.0,0
TXN04-00073,4,2026-05-13 13:35:23,30200.27,Fuel,40002,UPI,DEV-04-2,iPhone,Mumbai,13,2,0,10.33,28,23052.88,14219.51,9,25,61,0,0,0,0.0,0
TXN04-00074,4,2026-05-13 13:49:18,20544.68,Suppliers,40003,Card,DEV-04-1,iPhone,Mumbai,13,2,0,13.92,29,23150.79,14146.2,9,48,62,0,0,0,0.0,0
TXN04-00075,4,2026-05-13 13:51:07,44485.04,Office,40033,Card,DEV-04-1,iPhone,Mumbai,13,2,0,1.82,30,23115.57,14053.51,1,49,63,0,0,1,0.0,0
TXN04-00076,4,2026-05-13 14:05:39,27670.69,Fuel,40009,Bank Transfer,DEV-04-1,iPhone,Mumbai,14,2,0,14.53,31,23400.5,14173.05,10,50,64,0,0,0,0.0,0
TXN04-00077,4,2026-05-13 14:13:01,24001.74,Suppliers,40003,Card,DEV-04-1,iPhone,Mumbai,14,2,0,7.37,32,23456.69,14087.91,10,51,65,0,0,0,0.0,0
TXN04-00078,4,2026-05-13 14:50:44,6249.79,Fuel,40020,UPI,DEV-04-2,iPhone,Mumbai,14,2,0,37.72,33,23463.77,13996.26,1,26,66,0,0,1,0.0,0
TXN04-00079,4,2026-05-13 14:58:53,14807.52,Hotels,40006,Card,DEV-04-1,iPhone,Mumbai,14,2,0,8.15,34,23243.07,14040.45,4,52,67,0,0,0,0.0,0
TXN04-00080,4,2026-05-13 15:04:10,22515.52,Hotels,40029,Card,DEV-04-1,iPhone,Mumbai,15,2,0,5.28,35,23136.29,13983.14,3,53,68,0,0,0,0.0,0
TXN04-00081,4,2026-05-13 15:07:46,8239.35,Fuel,40002,Card,DEV-04-1,iPhone,Mumbai,15,2,0,3.6,36,23128.53,13895.64,10,54,69,0,0,0,0.0,0
TXN04-00082,4,2026-05-13 15:12:23,8741.24,Fuel,40002,UPI,DEV-04-1,iPhone,Mumbai,15,2,0,4.62,37,22944.72,13907.13,11,55,70,0,0,0,0.0,0
TXN04-00083,4,2026-05-13 15:13:02,17235.28,Office,40005,Bank Transfer,DEV-04-2,iPhone,Delhi,15,2,0,0.65,38,22771.5,13909.7,4,27,6,0,0,0,1153.24,0
TXN04-00084,4,2026-05-13 15:16:01,20861.59,Hotels,40013,Card,DEV-04-2,iPhone,Mumbai,15,2,0,2.98,39,22704.8,13838.84,3,28,71,0,0,0,1153.24,0
TXN04-00085,4,2026-05-13 15:24:09,50000.0,Suppliers,40015,UPI,DEV-04-2,iPhone,Mumbai,15,2,0,8.13,40,22682.86,13757.67,1,29,72,0,0,1,0.0,0
TXN04-00086,4,2026-05-13 15:32:31,16262.19,Hotels,40029,UPI,DEV-04-1,iPhone,Delhi,15,2,0,8.37,41,23004.24,13990.09,4,56,7,0,0,0,1153.24,0
TXN04-00087,4,2026-05-13 15:37:00,16943.01,Suppliers,40003,Card,DEV-04-2,iPhone,Mumbai,15,2,0,4.48,42,22925.84,13927.28,11,30,73,0,0,0,1153.24,0
TXN04-00088,4,2026-05-13 15:43:11,29767.87,Hotels,40010,Card,DEV-04-2,iPhone,Kolkata,15,2,0,6.18,43,22857.07,13861.69,4,31,1,0,1,0,1654.84,0
TXN04-00089,4,2026-05-13 15:52:44,30699.28,Office,40017,Card,DEV-04-1,iPhone,Mumbai,15,2,0,9.55,44,22935.61,13802.15,3,57,74,0,0,0,1654.84,0
TXN04-00090,4,2026-05-13 16:34:51,45014.74,Hotels,40019,Card,DEV-04-2,iPhone,Mumbai,16,2,0,42.12,45,23022.84,13748.77,4,32,75,0,0,0,0.0,0
TXN04-00091,4,2026-05-13 16:40:22,37340.41,Fuel,40002,Card,DEV-04-1,iPhone,Mumbai,16,2,0,5.52,46,23267.19,13865.15,12,58,76,0,0,0,0.0,0
TXN04-00092,4,2026-05-13 16:59:13,14304.79,Office,40016,Bank Transfer,DEV-04-2,iPhone,Mumbai,16,2,0,18.85,47,23421.84,13866.59,1,33,77,0,0,1,0.0,0
TXN04-00093,4,2026-05-13 17:16:58,7409.85,Hotels,40001,UPI,DEV-04-1,iPhone,Pune,17,2,0,17.75,48,23322.74,13823.39,13,59,7,0,0,0,120.15,0
TXN04-00094,4,2026-05-13 17:18:23,10512.93,Suppliers,40022,Bank Transfer,DEV-04-1,iPhone,Mumbai,17,2,0,1.42,49,23151.64,13846.47,3,60,78,0,0,0,120.15,0
TXN04-00095,4,2026-05-13 18:03:09,25511.55,Hotels,40001,UPI,DEV-04-1,iPhone,Mumbai,18,2,0,44.77,50,23017.18,13833.53,14,61,79,0,0,0,0.0,0
TXN04-00096,4,2026-05-13 18:36:32,28156.62,Hotels,40006,Card,DEV-04-2,iPhone,Mumbai,18,2,0,33.38,51,23043.44,13762.88,5,34,80,0,0,0,0.0,0
TXN04-00097,4,2026-05-13 18:49:42,4925.49,Office,40016,Bank Transfer,DEV-04-2,iPhone,Mumbai,18,2,0,13.17,52,23096.7,13700.85,2,35,81,0,0,0,0.0,0
TXN04-00098,4,2026-05-13 18:54:33,17510.92,Fuel,40002,UPI,DEV-04-2,iPhone,Mumbai,18,2,0,4.85,53,22909.37,13753.07,13,36,82,0,0,0,0.0,0
TXN04-00099,4,2026-05-13 18:58:22,10646.28,Suppliers,40003,Card,DEV-04-2,iPhone,Mumbai,18,2,0,3.82,54,22854.28,13693.48,12,37,83,0,0,0,0.0,0
TXN04-00100,4,2026-05-13 19:26:00,33758.52,Suppliers,40022,Card,DEV-04-2,iPhone,Mumbai,19,2,0,27.63,55,22730.97,13678.72,4,38,84,0,0,0,0.0,0
TXN04-00101,4,2026-05-13 19:30:47,27891.91,Fuel,40002,Card,DEV-04-3,iPhone,Pune,19,2,0,4.78,56,22841.25,13654.31,14,1,8,1,0,0,120.15,0
TXN04-00102,4,2026-05-13 19:54:40,27813.01,Fuel,40002,Card,DEV-04-1,iPhone,Mumbai,19,2,0,23.88,57,22891.25,13595.75,15,62,85,0,0,0,120.15,0
TXN04-00103,4,2026-05-13 19:56:55,36583.52,Hotels,40014,Card,DEV-04-1,iPhone,Mumbai,19,2,0,2.25,58,22939.51,13537.63,1,63,86,0,0,1,0.0,0
TXN04-00104,4,2026-05-13 20:19:41,25823.96,Suppliers,40003,Card,DEV-04-2,iPhone,Delhi,20,2,0,22.77,59,23071.97,13538.02,13,39,8,0,0,0,1153.24,0
TXN04-00105,4,2026-05-13 20:21:07,13196.47,Suppliers,40011,UPI,DEV-04-2,iPhone,Mumbai,20,2,0,1.43,60,23098.43,13475.45,1,40,87,0,0,1,1153.24,0
TXN04-00106,4,2026-05-13 20:55:15,36282.18,Hotels,40006,UPI,DEV-04-3,iPhone,Mumbai,20,2,0,34.13,61,23004.13,13445.57,6,2,88,0,0,0,0.0,0
TXN04-00107,4,2026-05-13 23:58:33,50000.0,Bank Transfer,40001,Bank Transfer,DEV-04-1,iPhone,Mumbai,23,2,0,183.3,62,23129.39,13443.41,15,64,89,0,0,0,0.0,1
TXN04-00108,4,2026-05-14 00:00:33,50000.0,Bank Transfer,40001,Bank Transfer,DEV-04-1,iPhone,Mumbai,0,3,0,2.0,1,23380.52,13627.96,16,65,90,0,0,0,0.0,1
TXN04-00109,4,2026-05-14 00:01:33,48172.72,Bank Transfer,40001,Bank Transfer,DEV-04-1,iPhone,Mumbai,0,3,0,1.0,2,23627.0,13802.24,17,66,91,0,0,0,0.0,1
TXN04-00110,4,2026-05-14 08:09:54,27768.23,Suppliers,40034,Bank Transfer,DEV-04-1,iPhone,Delhi,8,3,0,488.35,3,23852.19,13936.67,1,67,9,0,0,1,1153.24,0
TXN04-00111,4,2026-05-14 08:19:21,8184.93,Hotels,40001,Bank Transfer,DEV-04-1,iPhone,Mumbai,8,3,0,9.45,4,23887.79,13878.16,18,68,92,0,0,0,1153.24,0
TXN04-00112,4,2026-05-14 08:24:00,36908.64,Suppliers,40015,UPI,DEV-04-1,iPhone,Mumbai,8,3,0,4.65,5,23746.32,13894.95,2,69,93,0,0,0,0.0,0
TXN04-00113,4,2026-05-14 08:30:21,14645.91,Office,40028,UPI,DEV-04-2,iPhone,Mumbai,8,3,0,6.35,6,23863.84,13888.08,2,41,94,0,0,0,0.0,0
TXN04-00114,4,2026-05-14 08:53:42,7764.52,Office,40005,Bank Transfer,DEV-04-1,iPhone,Mumbai,8,3,0,23.35,7,23782.27,13853.42,5,70,95,0,0,0,0.0,0
TXN04-00115,4,2026-05-14 09:29:58,44434.33,Suppliers,40004,Bank Transfer,DEV-04-2,iPhone,Delhi,9,3,0,36.27,8,23641.76,13873.16,2,42,10,0,0,0,1153.24,0
TXN04-00116,4,2026-05-14 09:42:29,13663.67,Hotels,40001,Card,DEV-04-1,iPhone,Mumbai,9,3,0,12.52,9,23822.57,13946.96,19,71,96,0,0,0,1153.24,0
TXN04-00117,4,2026-05-14 10:07:59,23067.76,Hotels,40013,Card,DEV-04-1,iPhone,Mumbai,10,3,0,25.5,10,23734.99,13918.43,4,72,97,0,0,0,0.0,0
TXN04-00118,4,2026-05-14 10:13:36,22766.28,Fuel,40012,UPI,DEV-04-2,iPhone,Mumbai,10,3,0,5.62,11,23729.29,13858.96,1,43,98,0,0,1,0.0,0
TXN04-00119,4,2026-05-14 11:13:51,8288.39,Suppliers,40035,Bank Transfer,DEV-04-1,iPhone,Pune,11,3,0,60.25,12,23721.12,13800.39,1,73,9,0,0,1,120.15,0
TXN04-00120,4,2026-05-14 11:18:14,26538.69,Suppliers,40003,Card,DEV-04-2,iPhone,Mumbai,11,3,0,4.38,13,23591.44,13814.31,14,44,99,0,0,0,120.15,0
TXN04-00121,4,2026-05-14 11:36:20,27758.33,Hotels,40029,Card,DEV-04-2,iPhone,Delhi,11,3,0,18.1,14,23616.0,13759.23,5,45,11,0,0,0,1153.24,0
TXN04-00122,4,2026-05-14 11:42:51,19699.17,Office,40017,Card,DEV-04-2,iPhone,Mumbai,11,3,0,6.52,15,23650.23,13707.39,4,46,100,0,0,0,1153.24,0
TXN04-00123,4,2026-05-14 11:45:34,3878.49,Office,40008,UPI,DEV-04-1,iPhone,Mumbai,11,3,0,2.72,16,23617.85,13655.75,3,74,101,0,0,0,0.0,0
TXN04-00124,4,2026-05-14 12:19:02,4453.64,Suppliers,40011,Card,DEV-04-1,iPhone,Mumbai,12,3,0,33.47,17,23457.36,13715.15,2,75,102,0,0,0,0.0,0
TXN04-00125,4,2026-05-14 12:56:15,8927.34,Office,40017,Bank Transfer,DEV-04-1,iPhone,Mumbai,12,3,0,37.22,18,23304.11,13765.08,5,76,103,0,0,0,0.0,0
TXN04-00126,4,2026-05-14 13:01:14,48663.72,Suppliers,40035,Bank Transfer,DEV-04-2,iPhone,Mumbai,13,3,0,4.98,19,23189.09,13769.6,2,47,104,0,0,0,0.0,0
TXN04-00127,4,2026-05-14 13:37:14,16690.98,Office,40033,Card,DEV-04-3,iPhone,Mumbai,13,3,0,36.0,20,23391.27,13899.88,2,3,105,0,0,0,0.0,0
TXN04-00128,4,2026-05-14 13:54:50,40268.49,Fuel,40009,Card,DEV-04-3,iPhone,Pune,13,3,0,17.6,21,23338.52,13857.71,11,4,10,0,0,0,120.15,0
TXN04-00129,4,2026-05-14 14:22:54,7031.53,Hotels,40001,UPI,DEV-04-2,iPhone,Mumbai,14,3,0,28.07,22,23470.78,13883.71,20,48,106,0,0,0,120.15,0
TXN04-00130,4,2026-05-14 14:53:51,23645.21,Office,40005,Card,DEV-04-2,iPhone,Mumbai,14,3,0,30.95,23,23343.34,13904.75,6,49,107,0,0,0,0.0,0
TXN04-00131,4,2026-05-14 15:07:19,35397.92,Hotels,40006,Bank Transfer,DEV-04-2,iPhone,Mumbai,15,3,0,13.47,24,23345.67,13851.19,7,50,108,0,0,0,0.0,0
TXN04-00132,4,2026-05-14 15:19:40,50000.0,Suppliers,40034,Card,DEV-04-2,iPhone,Mumbai,15,3,0,12.35,25,23437.67,13838.04,2,51,109,0,0,0,0.0,0
TXN04-00133,4,2026-05-14 15:44:57,24187.79,Hotels,40001,Card,DEV-04-1,iPhone,Mumbai,15,3,0,25.28,26,23638.9,13976.59,21,77,110,0,0,0,0.0,0
TXN04-00134,4,2026-05-14 15:47:55,17266.29,Office,40008,Card,DEV-04-1,iPhone,Mumbai,15,3,0,2.97,27,23643.03,13924.03,4,78,111,0,0,0,0.0,0
TXN04-00135,4,2026-05-14 15:49:51,16129.03,Fuel,40002,UPI,DEV-04-1,iPhone,Mumbai,15,3,0,1.93,28,23595.44,13882.83,16,79,112,0,0,0,0.0,0
TXN04-00136,4,2026-05-14 16:03:38,5918.96,Fuel,40021,UPI,DEV-04-1,iPhone,Mumbai,16,3,0,13.78,29,23540.13,13846.13,1,80,113,0,0,1,0.0,0
TXN04-00137,4,2026-05-14 16:07:22,5744.22,Suppliers,40015,Card,DEV-04-2,iPhone,Mumbai,16,3,0,3.73,30,23410.56,13877.03,3,52,114,0,0,0,0.0,0
