transaction_id,user_id,timestamp,transaction_amount,merchant_category,merchant_id,payment_method,device_id,device_type,city,hour_of_day,day_of_week,is_weekend,transaction_gap_minutes,daily_transaction_count,average_amount_last_7_days,std_amount_last_7_days,merchant_visit_frequency,device_usage_frequency,location_visit_frequency,new_device,new_location,new_merchant,distance_from_last_transaction_km,label
TXN03-00043,3,2026-05-12 15:52:54,653.37,Pharmacy,30008,Card,DEV-03-2,Android,Chennai,15,1,0,7.32,43,770.67,386.17,9,3,43,0,0,0,0.0,0
TXN03-00044,3,2026-05-12 16:12:15,392.27,Household,30012,UPI,DEV-03-1,Android,Chennai,16,1,0,19.35,44,767.94,382.06,1,40,44,0,0,1,0.0,0
TXN03-00045,3,2026-05-12 16:44:16,1177.01,Pharmacy,30008,Card,DEV-03-1,Android,Chennai,16,1,0,32.02,45,759.41,381.83,10,41,45,0,0,0,0.0,0
TXN03-00046,3,2026-05-12 17:10:56,430.18,Grocery,30003,UPI,DEV-03-3,Android,Chennai,17,1,0,26.67,46,768.69,382.54,3,2,46,0,0,0,0.0,0
TXN03-00047,3,2026-05-12 17:13:02,1325.65,Household,30009,UPI,DEV-03-1,Android,Chennai,17,1,0,2.1,47,761.33,381.57,4,42,47,0,0,0,0.0,0
TXN03-00048,3,2026-05-12 17:14:20,368.58,Household,30009,Card,DEV-03-3,Android,Chennai,17,1,0,1.3,48,773.33,386.17,5,3,48,0,0,0,0.0,0
TXN03-00049,3,2026-05-12 17:37:52,785.57,Grocery,30002,Card,DEV-03-2,Android,Chennai,17,1,0,23.53,49,764.9,386.48,4,4,49,0,0,0,0.0,0
TXN03-00050,3,2026-05-12 17:38:35,937.63,Household,30011,Card,DEV-03-2,Android,Chennai,17,1,0,0.72,50,765.32,382.52,3,5,50,0,0,0,0.0,0
TXN03-00051,3,2026-05-12 17:45:57,965.76,Pharmacy,30008,Card,DEV-03-1,Android,Chennai,17,1,0,7.37,51,768.77,379.45,11,43,51,0,0,0,0.0,0
TXN03-00052,3,2026-05-12 17:54:39,1068.57,Grocery,30006,Card,DEV-03-3,Android,Chennai,17,1,0,8.7,52,772.63,376.7,2,4,52,0,0,0,0.0,0
TXN03-00053,3,2026-05-12 18:55:16,412.7,Household,30004,Card,DEV-03-3,Android,Chennai,18,1,0,60.62,53,778.32,375.27,8,5,53,0,0,0,0.0,0
TXN03-00054,3,2026-05-12 19:20:43,497.3,Grocery,30001,Card,DEV-03-3,Android,Chennai,19,1,0,25.45,54,771.42,375.02,11,6,54,0,0,0,0.0,0
TXN03-00055,3,2026-05-13 08:01:30,590.58,Household,30009,UPI,DEV-03-2,Android,Chennai,8,2,0,760.78,1,766.35,373.37,6,6,55,0,0,0,0.0,0
TXN03-00056,3,2026-05-13 08:05:15,1221.58,Pharmacy,30008,Card,DEV-03-2,Android,Chennai,8,2,0,3.75,2,763.15,370.7,12,7,56,0,0,0,0.0,0
TXN03-00057,3,2026-05-13 08:11:46,778.24,Household,30005,Card,DEV-03-1,Android,Chennai,8,2,0,6.52,3,771.34,372.36,5,44,57,0,0,0,0.0,0
TXN03-00058,3,2026-05-13 08:15:19,970.46,Household,30013,Card,DEV-03-3,Android,Chennai,8,2,0,3.55,4,771.46,369.08,1,7,58,0,0,1,0.0,0
TXN03-00059,3,2026-05-13 08:30:45,532.2,Grocery,30001,UPI,DEV-03-3,Android,Chennai,8,2,0,15.43,5,774.89,366.8,12,8,59,0,0,0,0.0,0
TXN03-00060,3,2026-05-13 08:32:05,1308.61,Grocery,30001,Card,DEV-03-2,Android,Chennai,8,2,0,1.33,6,770.78,365.03,13,8,60,0,0,0,0.0,0
TXN03-00061,3,2026-05-13 08:57:19,1500.0,Pharmacy,30008,Card,DEV-03-2,Android,Bangalore,8,2,0,25.23,7,779.74,368.46,13,9,1,0,1,0,290.17,0
TXN03-00062,3,2026-05-13 09:04:16,1167.1,Grocery,30002,Card,DEV-03-1,Android,Chennai,9,2,0,6.95,8,791.55,376.7,5,45,61,0,0,0,290.17,0
TXN03-00063,3,2026-05-13 09:12:14,653.66,Grocery,30006,UPI,DEV-03-1,Android,Chennai,9,2,0,7.97,9,797.61,376.63,3,46,62,0,0,0,0.0,0
TXN03-00064,3,2026-05-13 09:14:38,1442.79,Grocery,30001,Card,DEV-03-1,Android,Chennai,9,2,0,2.4,10,795.32,374.07,14,47,63,0,0,0,0.0,0
TXN03-00065,3,2026-05-13 09:21:19,404.25,Grocery,30002,Card,DEV-03-1,Android,Chennai,9,2,0,6.68,11,805.44,379.72,6,48,64,0,0,0,0.0,0
TXN03-00066,3,2026-05-13 09:29:10,1370.97,Pharmacy,30008,UPI,DEV-03-1,Android,Chennai,9,2,0,7.85,12,799.27,380.01,14,49,65,0,0,0,0.0,0
TXN03-00067,3,2026-05-13 09:38:59,1169.48,Pharmacy,30008,Card,DEV-03-3,Android,Chennai,9,2,0,9.82,13,807.93,383.53,15,9,66,0,0,0,0.0,0
TXN03-00068,3,2026-05-13 09:40:58,578.19,Grocery,30001,Card,DEV-03-4,Web,Chennai,9,2,0,1.98,14,813.32,383.17,15,1,67,1,0,0,0.0,0
TXN03-00069,3,2026-05-13 09:42:41,956.44,Pharmacy,30008,Card,DEV-03-3,Android,Chennai,9,2,0,1.72,15,809.87,381.4,16,10,68,0,0,0,0.0,0
TXN03-00070,3,2026-05-13 09:43:55,1074.99,Grocery,30014,Card,DEV-03-2,Android,Chennai,9,2,0,1.23,16,811.99,379.03,1,10,69,0,0,1,0.0,0
TXN03-00071,3,2026-05-13 10:32:49,341.06,Household,30013,Card,DEV-03-3,Android,Chennai,10,2,0,48.9,17,815.75,377.6,2,11,70,0,0,0,0.0,0
TXN03-00072,3,2026-05-13 10:34:06,293.54,Pharmacy,30008,UPI,DEV-03-3,Android,Chennai,10,2,0,1.28,18,809.06,379.09,17,12,71,0,0,0,0.0,0
TXN03-00073,3,2026-05-13 10:40:48,610.5,Pharmacy,30008,Card,DEV-03-4,Web,Chennai,10,2,0,6.7,19,801.9,381.25,18,2,72,0,0,0,0.0,0
TXN03-00074,3,2026-05-13 10:48:01,562.84,Grocery,30001,Card,DEV-03-4,Web,Chennai,10,2,0,7.22,20,799.28,379.28,16,3,73,0,0,0,0.0,0
TXN03-00075,3,2026-05-13 10:48:10,1203.01,Grocery,30002,UPI,DEV-03-2,Android,Chennai,10,2,0,0.15,21,796.09,377.7,7,11,74,0,0,0,0.0,0
TXN03-00076,3,2026-05-13 10:48:12,643.14,Pharmacy,30008,UPI,DEV-03-3,Android,Chennai,10,2,0,0.03,22,801.51,378.06,19,13,75,0,0,0,0.0,0
TXN03-00077,3,2026-05-13 10:58:20,355.81,Grocery,30002,Card,DEV-03-1,Android,Chennai,10,2,0,10.13,23,799.43,376.0,8,50,76,0,0,0,0.0,0
TXN03-00078,3,2026-05-13 11:08:22,1500.0,Pharmacy,30008,Card,DEV-03-3,Android,Chennai,11,2,0,10.03,24,793.67,376.91,20,14,77,0,0,0,0.0,0
TXN03-00079,3,2026-05-13 11:33:02,270.64,Pharmacy,30008,UPI,DEV-03-1,Android,Chennai,11,2,0,24.67,25,802.72,382.83,21,51,78,0,0,0,0.0,0
TXN03-00080,3,2026-05-13 12:09:13,318.54,Pharmacy,30008,Card,DEV-03-2,Android,Chennai,12,2,0,36.18,26,795.99,385.02,22,12,79,0,0,0,0.0,0
TXN03-00081,3,2026-05-13 12:24:37,586.84,Pharmacy,30008,UPI,DEV-03-1,Android,Chennai,12,2,0,15.4,27,790.02,386.26,23,52,80,0,0,0,0.0,0
TXN03-00082,3,2026-05-13 12:30:13,134.81,Pharmacy,30008,UPI,DEV-03-4,Web,Chennai,12,2,0,5.6,28,787.51,384.53,24,4,81,0,0,0,0.0,0
TXN03-00083,3,2026-05-13 12:32:07,624.17,Grocery,30001,Card,DEV-03-1,Android,Chennai,12,2,0,1.9,29,779.55,388.83,17,53,82,0,0,0,0.0,0
TXN03-00084,3,2026-05-13 12:42:37,413.67,Grocery,30003,Card,DEV-03-1,Android,Chennai,12,2,0,10.5,30,777.68,386.85,4,54,83,0,0,0,0.0,0
TXN03-00085,3,2026-05-13 13:16:00,769.6,Household,30012,UPI,DEV-03-3,Android,Chennai,13,2,0,33.38,31,773.34,386.57,2,15,84,0,0,0,0.0,0
TXN03-00086,3,2026-05-13 13:19:33,660.62,Household,30004,UPI,DEV-03-3,Android,Chennai,13,2,0,3.55,32,773.3,384.28,9,16,85,0,0,0,0.0,0
TXN03-00087,3,2026-05-13 13:31:55,921.01,Household,30013,Card,DEV-03-3,Android,Chennai,13,2,0,12.37,33,771.99,382.24,3,17,86,0,0,0,0.0,0
TXN03-00088,3,2026-05-13 13:49:40,1070.27,Pharmacy,30008,Card,DEV-03-2,Android,Chennai,13,2,0,17.75,34,773.7,380.36,25,13,87,0,0,0,0.0,0
TXN03-00089,3,2026-05-13 13:54:17,1065.25,Grocery,30015,Card,DEV-03-3,Android,Chennai,13,2,0,4.62,35,777.07,379.5,1,18,88,0,0,1,0.0,0
TXN03-00090,3,2026-05-13 14:22:26,1500.0,Grocery,30002,UPI,DEV-03-1,Android,Chennai,14,2,0,28.15,36,780.31,378.58,9,55,89,0,0,0,0.0,0
TXN03-00091,3,2026-05-13 14:45:55,661.22,Grocery,30001,Card,DEV-03-4,Web,Chennai,14,2,0,23.48,37,788.31,383.96,18,5,90,0,0,0,0.0,0
TXN03-00092,3,2026-05-13 14:50:21,418.78,Grocery,30002,Card,DEV-03-1,Android,Chennai,14,2,0,4.43,38,786.91,382.07,10,56,91,0,0,0,0.0,0
TXN03-00093,3,2026-05-13 14:54:38,237.43,Grocery,30001,UPI,DEV-03-1,Android,Chennai,14,2,0,4.28,39,782.91,381.9,19,57,92,0,0,0,0.0,0
TXN03-00094,3,2026-05-13 14:55:41,401.84,Pharmacy,30008,UPI,DEV-03-2,Android,Chennai,14,2,0,1.05,40,777.04,383.99,26,14,93,0,0,0,0.0,0
TXN03-00095,3,2026-05-13 15:00:08,247.91,Household,30011,UPI,DEV-03-1,Android,Chennai,15,2,0,4.45,41,773.05,383.87,4,58,94,0,0,0,0.0,0
TXN03-00096,3,2026-05-13 15:20:15,1500.0,Grocery,30002,UPI,DEV-03-1,Android,Chennai,15,2,0,20.12,42,767.52,385.59,11,59,95,0,0,0,0.0,0
TXN03-00097,3,2026-05-13 15:26:21,297.1,Pharmacy,30008,Card,DEV-03-3,Android,Chennai,15,2,0,6.1,43,775.15,390.72,27,19,96,0,0,0,0.0,0
TXN03-00098,3,2026-05-13 15:32:50,956.77,Grocery,30001,Card,DEV-03-2,Android,Chennai,15,2,0,6.48,44,770.23,391.69,20,15,97,0,0,0,0.0,0
TXN03-00099,3,2026-05-13 15:49:42,714.12,Pharmacy,30008,Card,DEV-03-1,Android,Chennai,15,2,0,16.87,45,772.13,390.14,28,60,98,0,0,0,0.0,0
TXN03-00100,3,2026-05-13 15:56:17,369.38,Grocery,30001,UPI,DEV-03-1,Android,Chennai,15,2,0,6.58,46,771.54,388.2,21,61,99,0,0,0,0.0,0
TXN03-00101,3,2026-05-13 15:59:12,1122.4,Household,30016,Card,DEV-03-2,Android,Chennai,15,2,0,2.92,47,767.52,388.33,1,16,100,0,0,1,0.0,0
TXN03-00102,3,2026-05-13 16:13:16,323.82,Grocery,30003,UPI,DEV-03-3,Android,Chennai,16,2,0,14.07,48,771.04,387.99,5,20,101,0,0,0,0.0,0
TXN03-00103,3,2026-05-13 16:31:25,1022.25,Pharmacy,30008,UPI,DEV-03-2,Android,Chennai,16,2,0,18.15,49,766.65,388.59,29,17,102,0,0,0,0.0,0
TXN03-00104,3,2026-05-13 16:34:31,431.85,Grocery,30002,UPI,DEV-03-4,Web,Chennai,16,2,0,3.1,50,769.13,387.51,12,6,103,0,0,0,0.0,0
TXN03-00105,3,2026-05-13 16:46:39,1101.58,Grocery,30014,UPI,DEV-03-1,Android,Chennai,16,2,0,12.13,51,765.89,387.05,2,62,104,0,0,0,0.0,0
TXN03-00106,3,2026-05-13 16:58:42,1490.6,Pharmacy,30008,Card,DEV-03-3,Android,Chennai,16,2,0,12.05,52,769.09,386.58,30,21,105,0,0,0,0.0,0
TXN03-00107,3,2026-05-13 17:03:17,1148.1,Grocery,30001,Card,DEV-03-1,Android,Chennai,17,2,0,4.58,53,775.89,391.02,22,63,106,0,0,0,0.0,0
TXN03-00108,3,2026-05-13 17:08:44,379.5,Grocery,30002,UPI,DEV-03-2,Android,Chennai,17,2,0,5.45,54,779.37,390.83,13,18,107,0,0,0,0.0,0
TXN03-00109,3,2026-05-13 17:16:29,1005.93,Household,30011,Card,DEV-03-2,Android,Chennai,17,2,0,7.75,55,775.67,390.9,5,19,108,0,0,0,0.0,0
TXN03-00110,3,2026-05-13 17:21:49,941.68,Grocery,30001,Card,DEV-03-1,Android,Chennai,17,2,0,5.33,56,777.78,389.72,23,64,109,0,0,0,0.0,0
TXN03-00111,3,2026-05-13 17:34:28,1144.68,Grocery,30006,UPI,DEV-03-1,Android,Chennai,17,2,0,12.65,57,779.27,388.26,4,65,110,0,0,0,0.0,0
TXN03-00112,3,2026-05-13 17:59:25,1500.0,Pharmacy,30008,Card,DEV-03-1,Android,Chennai,17,2,0,24.95,58,782.56,388.04,31,66,111,0,0,0,0.0,0
TXN03-00113,3,2026-05-13 18:01:40,1500.0,Pharmacy,30008,Card,DEV-03-1,Android,Chennai,18,2,0,2.25,59,788.97,392.16,32,67,112,0,0,0,0.0,0
TXN03-00114,3,2026-05-13 18:16:28,644.94,Household,30012,UPI,DEV-03-2,Android,Chennai,18,2,0,14.8,60,795.26,396.06,3,20,113,0,0,0,0.0,0
TXN03-00115,3,2026-05-13 18:20:34,763.02,Household,30005,UPI,DEV-03-1,Android,Chennai,18,2,0,4.1,61,793.94,394.57,6,68,114,0,0,0,0.0,0
TXN03-00116,3,2026-05-13 18:22:36,1500.0,Grocery,30001,Card,DEV-03-4,Web,Chennai,18,2,0,2.03,62,793.67,392.86,24,7,115,0,0,0,0.0,0
TXN03-00117,3,2026-05-13 18:31:45,1500.0,Grocery,30010,UPI,DEV-03-5,iPhone,Chennai,18,2,0,9.15,63,799.76,396.57,2,1,116,1,0,0,0.0,0
TXN03-00118,3,2026-05-13 18:32:46,943.46,Household,30005,Card,DEV-03-4,Web,Chennai,18,2,0,1.02,64,805.75,400.1,7,8,117,0,0,0,0.0,0
TXN03-00119,3,2026-05-13 18:34:30,768.62,Household,30005,UPI,DEV-03-2,Android,Chennai,18,2,0,1.73,65,806.92,398.6,8,21,118,0,0,0,0.0,0
TXN03-00120,3,2026-05-13 18:40:04,715.83,Grocery,30001,Card,DEV-03-1,Android,Ahmedabad,18,2,0,5.57,66,806.59,396.94,25,69,1,0,1,0,1371.81,0
TXN03-00121,3,2026-05-13 18:49:35,1500.0,Household,30005,Card,DEV-03-2,Android,Chennai,18,2,0,9.52,67,805.84,395.37,9,22,119,0,0,0,1371.81,0
TXN03-00122,3,2026-05-13 18:50:29,520.99,Grocery,30002,UPI,DEV-03-2,Android,Chennai,18,2,0,0.9,68,811.57,398.71,14,23,120,0,0,0,0.0,0
TXN03-00123,3,2026-05-13 19:00:33,409.39,Household,30009,Card,DEV-03-1,Android,Chennai,19,2,0,10.07,69,809.19,397.94,7,70,121,0,0,0,0.0,0
TXN03-00124,3,2026-05-13 19:03:49,240.05,Pharmacy,30008,UPI,DEV-03-2,Android,Chennai,19,2,0,3.27,70,805.94,397.94,33,24,122,0,0,0,0.0,0
TXN03-00125,3,2026-05-13 19:07:41,673.48,Household,30005,UPI,DEV-03-2,Android,Chennai,19,2,0,3.87,71,801.38,399.55,10,25,123,0,0,0,0.0,0
TXN03-00126,3,2026-05-13 19:24:53,527.84,Pharmacy,30008,Card,DEV-03-4,Web,Chennai,19,2,0,17.2,72,800.36,398.11,34,9,124,0,0,0,0.0,0
TXN03-00127,3,2026-05-13 19:30:46,131.4,Pharmacy,30008,UPI,DEV-03-5,iPhone,Chennai,19,2,0,5.88,73,798.19,397.27,35,2,125,0,0,0,0.0,0
TXN03-00128,3,2026-05-14 08:05:00,390.69,Household,30012,UPI,DEV-03-5,iPhone,Chennai,8,3,0,754.23,1,792.94,400.07,4,3,126,0,0,0,0.0,0
TXN03-00129,3,2026-05-14 08:59:26,555.76,Grocery,30003,Card,DEV-03-3,Android,Bangalore,8,3,0,54.43,2,789.8,400.07,6,22,2,0,0,0,290.17,0
TXN03-00130,3,2026-05-14 09:41:27,1500.0,Household,30016,UPI,DEV-03-1,Android,Chennai,9,3,0,42.02,3,787.99,399.05,2,71,127,0,0,0,290.17,0
TXN03-00131,3,2026-05-14 09:42:44,1190.96,Household,30004,UPI,DEV-03-2,Android,Chennai,9,3,0,1.28,4,793.46,402.35,10,26,128,0,0,0,0.0,0
TXN03-00132,3,2026-05-14 09:43:16,744.52,Grocery,30010,Card,DEV-03-1,Android,Chennai,9,3,0,0.53,5,796.5,402.3,3,72,129,0,0,0,0.0,0
TXN03-00133,3,2026-05-14 10:51:44,679.35,Grocery,30003,UPI,DEV-03-3,Android,Chennai,10,3,0,68.47,6,796.1,400.8,7,23,130,0,0,0,0.0,0
TXN03-00134,3,2026-05-14 10:58:06,646.52,Household,30009,UPI,DEV-03-5,iPhone,Chennai,10,3,0,6.37,7,795.22,399.41,8,4,131,0,0,0,0.0,0
TXN03-00135,3,2026-05-14 11:19:46,255.54,Household,30009,Card,DEV-03-3,Android,Chennai,11,3,0,21.67,8,794.12,398.13,9,24,132,0,0,0,0.0,0
TXN03-00136,3,2026-05-14 11:20:46,1024.32,Grocery,30001,Card,DEV-03-2,Android,Chennai,11,3,0,1.0,9,790.13,399.33,26,27,133,0,0,0,0.0,0
TXN03-00137,3,2026-05-14 11:52:33,397.56,Household,30005,Card,DEV-03-3,Android,Chennai,11,3,0,31.78,10,791.85,398.36,11,25,134,0,0,0,0.0,0
TXN03-00138,3,2026-05-14 11:54:55,501.84,Household,30004,Card,DEV-03-1,Android,Chennai,11,3,0,2.37,11,788.97,398.32,11,73,135,0,0,0,0.0,0
TXN03-00139,3,2026-05-14 11:55:36,299.59,Grocery,30014,UPI,DEV-03-1,Android,Chennai,11,3,0,0.68,12,786.89,397.62,3,74,136,0,0,0,0.0,0
TXN03-00140,3,2026-05-14 12:13:42,178.48,Grocery,30003,UPI,DEV-03-1,Android,Chennai,12,3,0,18.1,13,783.38,398.32,8,75,137,0,0,0,0.0,0
TXN03-00141,3,2026-05-14 12:49:12,333.58,Pharmacy,30008,Card,DEV-03-1,Android,Chennai,12,3,0,35.5,14,779.06,400.15,36,76,138,0,0,0,0.0,0
TXN03-00142,3,2026-05-14 13:01:38,990.38,Pharmacy,30008,UPI,DEV-03-2,Android,Chennai,13,3,0,12.43,15,775.9,400.48,37,28,139,0,0,0,0.0,0
TXN03-00143,3,2026-05-14 13:02:13,646.6,Pharmacy,30008,Card,DEV-03-1,Android,Chennai,13,3,0,0.58,16,777.41,399.47,38,77,140,0,0,0,0.0,0
TXN03-00144,3,2026-05-14 13:19:42,1012.92,Grocery,30007,Card,DEV-03-4,Web,Chennai,13,3,0,17.48,17,776.5,398.22,2,10,141,0,0,0,0.0,0
TXN03-00145,3,2026-05-14 13:27:49,620.13,Pharmacy,30008,Card,DEV-03-4,Web,Chennai,13,3,0,8.12,18,778.14,397.32,39,11,142,0,0,0,0.0,0
TXN03-00146,3,2026-05-14 13:35:09,487.07,Grocery,30001,Card,DEV-03-3,Android,Chennai,13,3,0,7.33,19,777.05,396.16,27,26,143,0,0,0,0.0,0
TXN03-00147,3,2026-05-14 13:39:38,438.26,Grocery,30001,UPI,DEV-03-2,Android,Chennai,13,3,0,4.48,20,775.06,395.53,28,29,144,0,0,0,0.0,0
