transaction_id,user_id,timestamp,transaction_amount,merchant_category,merchant_id,payment_method,device_id,device_type,city,hour_of_day,day_of_week,is_weekend,transaction_gap_minutes,daily_transaction_count,average_amount_last_7_days,std_amount_last_7_days,merchant_visit_frequency,device_usage_frequency,location_visit_frequency,new_device,new_location,new_merchant,distance_from_last_transaction_km,label
TXN05-00033,5,2026-05-12 17:13:02,2645.03,Hotels,50027,Card,DEV-05-1,Android,Mumbai,17,1,0,0.58,33,1848.85,1113.6,1,24,5,0,0,1,845.32,0
TXN05-00034,5,2026-05-12 17:39:24,2825.41,Fuel,50003,Card,DEV-05-1,Android,Mumbai,17,1,0,26.37,34,1872.98,1105.06,4,25,6,0,0,0,0.0,0
TXN05-00035,5,2026-05-12 17:54:35,100000.0,Bank Transfer,50001,Card,DEV-05-1,Android,Delhi,17,1,0,15.18,35,1900.99,1100.52,3,26,11,0,0,0,1153.24,1
TXN05-00036,5,2026-05-12 18:22:38,953.1,Restaurants,50001,UPI,DEV-05-2,iPhone,Delhi,18,1,0,28.05,36,4703.82,16379.12,4,10,12,0,0,0,0.0,0
TXN05-00037,5,2026-05-12 19:44:19,2019.98,Fuel,50003,UPI,DEV-05-2,iPhone,Mumbai,19,1,0,81.68,37,4599.63,16161.78,5,11,7,0,0,0,1153.24,0
TXN05-00038,5,2026-05-12 19:52:05,803.45,Fuel,50013,UPI,DEV-05-1,Android,Delhi,19,1,0,7.77,38,4529.91,15947.37,3,27,13,0,0,0,1153.24,0
TXN05-00039,5,2026-05-12 20:14:43,1510.97,Restaurants,50001,Card,DEV-05-1,Android,Bangalore,20,1,0,22.63,39,4431.85,15747.44,5,28,10,0,0,0,1750.11,0
TXN05-00040,5,2026-05-12 20:25:41,1243.08,Fuel,50003,Card,DEV-05-1,Android,Mumbai,20,1,0,10.97,40,4356.95,15551.1,6,29,8,0,0,0,845.32,0
TXN05-00041,5,2026-05-12 20:47:24,2029.14,Taxi,50002,UPI,DEV-05-1,Android,Pune,20,1,0,21.72,41,4279.11,15363.17,4,30,8,0,0,0,120.15,0
TXN05-00042,5,2026-05-12 20:48:39,1102.39,Hotels,50005,UPI,DEV-05-1,Android,Delhi,20,1,0,1.25,42,4224.23,15178.63,4,31,14,0,0,0,1179.48,0
TXN05-00043,5,2026-05-12 20:56:41,1845.15,Hotels,50010,UPI,DEV-05-1,Android,Mumbai,20,1,0,8.03,43,4149.9,15004.39,2,32,9,0,0,0,1153.24,0
TXN05-00044,5,2026-05-12 21:57:51,4000.0,Restaurants,50004,Card,DEV-05-1,Android,Delhi,21,1,0,61.17,44,4096.3,14832.96,2,33,15,0,0,0,1153.24,0
TXN05-00045,5,2026-05-12 22:18:44,1948.6,Restaurants,50001,Card,DEV-05-1,Android,Bangalore,22,1,0,20.88,45,4094.11,14663.44,6,34,11,0,0,0,1750.11,0
TXN05-00046,5,2026-05-12 22:24:26,4000.0,Fuel,50013,Card,DEV-05-1,Android,Jaipur,22,1,0,5.7,46,4046.43,14503.05,4,35,2,0,0,0,1561.54,0
TXN05-00047,5,2026-05-12 22:36:56,2083.29,Restaurants,50011,UPI,DEV-05-1,Android,Jaipur,22,1,0,12.5,47,4045.42,14344.54,3,36,3,0,0,0,0.0,0
TXN05-00048,5,2026-05-12 22:45:10,1229.62,Fuel,50003,Card,DEV-05-2,iPhone,Delhi,22,1,0,8.23,48,4003.68,14193.95,7,12,16,0,0,0,237.53,0
TXN05-00049,5,2026-05-13 01:26:53,2745.37,Shopping,50001,UPI,DEV-05-1,Android,Delhi,1,2,0,161.72,1,3945.88,14050.9,7,37,17,0,0,0,0.0,1
TXN05-00050,5,2026-05-13 02:20:53,1392.21,Shopping,50001,UPI,DEV-05-1,Android,Delhi,2,2,0,54.0,2,3921.38,13907.82,8,38,18,0,0,0,0.0,1
TXN05-00051,5,2026-05-13 06:00:18,1126.37,Taxi,50002,UPI,DEV-05-1,Android,Mumbai,6,2,0,219.42,3,3870.8,13772.59,5,39,10,0,0,0,1153.24,0
TXN05-00052,5,2026-05-13 06:01:02,524.43,Restaurants,50001,UPI,DEV-05-1,Android,Bangalore,6,2,0,0.73,4,3816.99,13642.21,9,40,12,0,0,0,845.32,0
TXN05-00053,5,2026-05-13 06:17:24,1210.44,Fuel,50006,Card,DEV-05-1,Android,Bangalore,6,2,0,16.37,5,3753.67,13517.96,4,41,13,0,0,0,0.0,0
TXN05-00054,5,2026-05-13 06:27:29,967.83,Hotels,50014,Card,DEV-05-1,Android,Delhi,6,2,0,10.08,6,3705.68,13394.3,2,42,19,0,0,0,1750.11,0
TXN05-00055,5,2026-05-13 07:42:05,348.63,Fuel,50013,Card,DEV-05-1,Android,Mumbai,7,2,0,74.6,7,3654.98,13274.83,5,43,11,0,0,0,1153.24,0
TXN05-00056,5,2026-05-13 08:33:09,1591.83,Fuel,50003,UPI,DEV-05-2,iPhone,Jaipur,8,2,0,51.07,8,3594.87,13161.01,8,13,4,0,0,0,920.74,0
TXN05-00057,5,2026-05-13 08:38:08,1134.74,Taxi,50002,UPI,DEV-05-2,iPhone,Mumbai,8,2,0,4.98,9,3559.1,13045.67,6,14,12,0,0,0,920.74,0
TXN05-00058,5,2026-05-13 08:49:03,2657.61,Restaurants,50026,Card,DEV-05-1,Android,Mumbai,8,2,0,10.92,10,3516.57,12934.64,2,44,13,0,0,0,0.0,0
TXN05-00059,5,2026-05-13 09:25:21,1850.73,Fuel,50028,UPI,DEV-05-1,Android,Mumbai,9,2,0,36.3,11,3501.76,12823.14,1,45,14,0,0,1,0.0,0
TXN05-00060,5,2026-05-13 09:27:12,1207.21,Fuel,50006,Card,DEV-05-1,Android,Pune,9,2,0,1.85,12,3473.77,12715.79,5,46,9,0,0,0,120.15,0
TXN05-00061,5,2026-05-13 09:42:10,3899.58,Taxi,50007,Card,DEV-05-2,iPhone,Delhi,9,2,0,14.97,13,3436.0,12612.72,2,15,20,0,0,0,1179.48,0
TXN05-00062,5,2026-05-13 09:44:03,2673.6,Restaurants,50022,Card,DEV-05-2,iPhone,Bangalore,9,2,0,1.88,14,3443.6,12509.05,1,16,14,0,0,1,1750.11,0
TXN05-00063,5,2026-05-13 10:42:31,1381.09,Restaurants,50004,UPI,DEV-05-1,Android,Delhi,10,2,0,58.47,15,3431.18,12408.14,3,47,21,0,0,0,1750.11,0
TXN05-00064,5,2026-05-13 10:45:18,1045.55,Fuel,50003,UPI,DEV-05-1,Android,Pune,10,2,0,2.78,16,3398.64,12311.93,9,48,10,0,0,0,1179.48,0
TXN05-00065,5,2026-05-13 10:58:06,2860.07,Hotels,50005,UPI,DEV-05-1,Android,Mumbai,10,2,0,12.8,17,3361.87,12218.85,5,49,15,0,0,0,120.15,0
TXN05-00066,5,2026-05-13 11:09:21,1233.25,Hotels,50005,UPI,DEV-05-1,Android,Bangalore,11,2,0,11.25,18,3354.15,12124.65,6,50,15,0,0,0,845.32,0
TXN05-00067,5,2026-05-13 11:15:42,1452.84,Restaurants,50001,UPI,DEV-05-2,iPhone,Kochi,11,2,0,6.35,19,3322.01,12035.24,10,17,1,0,1,0,367.72,0
TXN05-00068,5,2026-05-13 11:18:16,1557.79,Restaurants,50008,UPI,DEV-05-2,iPhone,Pune,11,2,0,2.57,20,3294.12,11947.24,1,18,11,0,0,1,989.71,0
TXN05-00069,5,2026-05-13 11:18:56,984.85,Restaurants,50016,Card,DEV-05-2,iPhone,Mumbai,11,2,0,0.67,21,3268.58,11860.9,2,19,16,0,0,0,120.15,0
TXN05-00070,5,2026-05-13 11:32:58,534.83,Fuel,50003,Card,DEV-05-2,iPhone,Pune,11,2,0,14.03,22,3235.48,11777.81,10,20,12,0,0,0,120.15,0
TXN05-00071,5,2026-05-13 11:40:06,507.58,Restaurants,50004,UPI,DEV-05-1,Android,Jaipur,11,2,0,7.13,23,3196.9,11697.77,4,51,5,0,0,0,953.87,0
TXN05-00072,5,2026-05-13 12:10:29,1405.04,Taxi,50002,UPI,DEV-05-1,Android,Mumbai,12,2,0,30.38,24,3159.03,11619.42,7,52,17,0,0,0,920.74,0
TXN05-00073,5,2026-05-13 12:28:45,4000.0,Restaurants,50001,Card,DEV-05-2,iPhone,Delhi,12,2,0,18.27,25,3134.66,11540.27,11,21,22,0,0,0,1153.24,0
TXN05-00074,5,2026-05-13 12:59:55,529.17,Hotels,50014,Card,DEV-05-2,iPhone,Mumbai,12,2,0,31.17,26,3146.52,11461.4,3,22,18,0,0,0,1153.24,0
TXN05-00075,5,2026-05-13 13:28:53,1679.37,Hotels,50024,UPI,DEV-05-2,iPhone,Mumbai,13,2,0,28.97,27,3111.15,11387.7,2,23,19,0,0,0,0.0,0
TXN05-00076,5,2026-05-13 13:45:56,3362.2,Hotels,50010,UPI,DEV-05-1,Android,Bangalore,13,2,0,17.05,28,3092.06,11312.72,3,53,16,0,0,0,845.32,0
TXN05-00077,5,2026-05-13 14:09:38,1353.15,Fuel,50013,Card,DEV-05-1,Android,Pune,14,2,0,23.7,29,3095.61,11238.09,6,54,13,0,0,0,735.23,0
TXN05-00078,5,2026-05-13 14:27:56,1321.87,Fuel,50003,UPI,DEV-05-2,iPhone,Mumbai,14,2,0,18.3,30,3072.98,11166.62,11,24,20,0,0,0,120.15,0
TXN05-00079,5,2026-05-13 15:22:36,2986.87,Restaurants,50001,UPI,DEV-05-2,iPhone,Delhi,15,2,0,54.67,31,3050.53,11096.56,12,25,23,0,0,0,1153.24,0
TXN05-00080,5,2026-05-13 15:31:39,944.28,Hotels,50005,Card,DEV-05-1,Android,Pune,15,2,0,9.05,32,3049.73,11026.11,7,55,14,0,0,0,1179.48,0
TXN05-00081,5,2026-05-13 15:58:26,1766.35,Restaurants,50001,UPI,DEV-05-1,Android,Delhi,15,2,0,26.78,33,3023.41,10959.47,13,56,24,0,0,0,1179.48,0
TXN05-00082,5,2026-05-13 16:42:10,3770.66,Fuel,50003,UPI,DEV-05-1,Android,Delhi,16,2,0,43.73,34,3007.89,10892.5,12,57,25,0,0,0,0.0,0
TXN05-00083,5,2026-05-13 16:51:07,2381.75,Restaurants,50020,Card,DEV-05-1,Android,Delhi,16,2,0,8.95,35,3017.19,10826.2,2,58,26,0,0,0,0.0,0
TXN05-00084,5,2026-05-13 17:18:11,988.21,Restaurants,50004,UPI,DEV-05-2,iPhone,Mumbai,17,2,0,27.07,36,3009.54,10761.01,5,26,21,0,0,0,1153.24,0
TXN05-00085,5,2026-05-13 17:37:43,750.6,Restaurants,50011,UPI,DEV-05-1,Android,Delhi,17,2,0,19.53,37,2985.47,10699.01,4,59,27,0,0,0,1153.24,0
TXN05-00086,5,2026-05-13 17:54:01,1125.37,Taxi,50002,Card,DEV-05-2,iPhone,Bangalore,17,2,0,16.3,38,2959.18,10638.61,8,27,17,0,0,0,1750.11,0
TXN05-00087,5,2026-05-13 18:05:23,2572.84,Fuel,50003,Card,DEV-05-2,iPhone,Pune,18,2,0,11.37,39,2937.86,10578.41,13,28,15,0,0,0,735.23,0
TXN05-00088,5,2026-05-13 18:13:57,1399.72,Restaurants,50026,UPI,DEV-05-1,Android,Bangalore,18,2,0,8.57,40,2933.66,10517.51,3,60,18,0,0,0,735.23,0
TXN05-00089,5,2026-05-13 19:09:49,2563.22,Fuel,50006,Card,DEV-05-1,Android,Pune,19,2,0,55.87,41,2916.23,10458.84,6,61,16,0,0,0,735.23,0
TXN05-00090,5,2026-05-13 19:36:07,733.38,Restaurants,50008,Card,DEV-05-1,Android,Pune,19,2,0,26.3,42,2912.26,10399.99,2,62,17,0,0,0,0.0,0
TXN05-00091,5,2026-05-13 19:47:35,3835.35,Restaurants,50008,Card,DEV-05-1,Android,Delhi,19,2,0,11.47,43,2888.05,10344.57,3,63,28,0,0,0,1179.48,0
TXN05-00092,5,2026-05-13 20:53:15,1442.68,Restaurants,50012,UPI,DEV-05-1,Android,Jaipur,20,2,0,65.67,44,2898.46,10288.05,3,64,6,0,0,0,237.53,0
TXN05-00093,5,2026-05-13 21:41:09,1578.42,Taxi,50002,Card,DEV-05-1,Android,Jaipur,21,2,0,47.9,45,2882.64,10233.09,9,65,7,0,0,0,0.0,0
TXN05-00094,5,2026-05-13 21:50:21,1039.42,Fuel,50003,Card,DEV-05-1,Android,Bangalore,21,2,0,9.2,46,2868.62,10178.82,14,66,19,0,0,0,1561.54,0
TXN05-00095,5,2026-05-13 22:02:48,1826.74,Taxi,50029,UPI,DEV-05-1,Android,Pune,22,2,0,12.45,47,2849.16,10126.27,1,67,18,0,0,1,735.23,0
TXN05-00096,5,2026-05-13 22:06:44,1222.57,Fuel,50003,Card,DEV-05-1,Android,Mumbai,22,2,0,3.93,48,2838.39,10073.37,15,68,22,0,0,0,120.15,0
TXN05-00097,5,2026-05-13 22:10:49,696.59,Restaurants,50001,UPI,DEV-05-2,iPhone,Mumbai,22,2,0,4.08,49,2821.56,10022.11,14,29,23,0,0,0,0.0,0
TXN05-00098,5,2026-05-13 22:18:49,4000.0,Taxi,50007,Card,DEV-05-1,Android,Pune,22,2,0,8.0,50,2799.66,9972.63,3,69,19,0,0,0,120.15,0
TXN05-00099,5,2026-05-13 22:27:43,2961.8,Hotels,50014,Card,DEV-05-2,iPhone,Mumbai,22,2,0,8.9,51,2811.9,9922.35,4,30,24,0,0,0,120.15,0
TXN05-00100,5,2026-05-13 22:36:56,3571.05,Hotels,50010,Card,DEV-05-1,Android,Bangalore,22,2,0,9.22,52,2813.42,9872.12,4,70,20,0,0,0,845.32,0
TXN05-00101,5,2026-05-13 22:49:10,986.1,Restaurants,50011,Card,DEV-05-1,Android,Delhi,22,2,0,12.23,53,2820.99,9822.93,5,71,29,0,0,0,1750.11,0
TXN05-00102,5,2026-05-13 23:29:10,932.14,Fuel,50003,Card,DEV-05-1,Android,Mumbai,23,2,0,40.0,54,2802.83,9775.87,16,72,25,0,0,0,1153.24,0
TXN05-00103,5,2026-05-13 23:42:34,817.69,Restaurants,50001,Card,DEV-05-1,Android,Mumbai,23,2,0,13.4,55,2784.49,9729.57,15,73,26,0,0,0,0.0,0
TXN05-00104,5,2026-05-13 23:53:27,1945.47,Taxi,50007,Card,DEV-05-2,iPhone,Delhi,23,2,0,10.88,56,2765.39,9684.15,4,31,30,0,0,0,1153.24,0
TXN05-00105,5,2026-05-13 23:53:59,1736.2,Hotels,50015,UPI,DEV-05-1,Android,Bangalore,23,2,0,0.53,57,2757.51,9637.81,1,74,21,0,0,1,1750.11,0
TXN05-00106,5,2026-05-13 23:57:39,1221.8,Restaurants,50001,Card,DEV-05-1,Android,Pune,23,2,0,3.67,58,2747.78,9592.32,16,75,20,0,0,0,735.23,0
TXN05-00107,5,2026-05-14 06:03:39,2922.44,Restaurants,50022,UPI,DEV-05-2,iPhone,Delhi,6,3,0,366.0,1,2733.39,9548.1,2,32,31,0,0,0,1179.48,0
TXN05-00108,5,2026-05-14 06:30:26,1216.94,Restaurants,50009,Card,DEV-05-1,Android,Delhi,6,3,0,26.78,2,2735.15,9503.4,2,76,32,0,0,0,0.0,0
TXN05-00109,5,2026-05-14 06:54:46,2161.77,Hotels,50010,UPI,DEV-05-1,Android,Mumbai,6,3,0,24.33,3,2721.1,9460.42,5,77,27,0,0,0,1153.24,0
TXN05-00110,5,2026-05-14 07:03:55,3027.83,Restaurants,50011,Card,DEV-05-1,Android,Jaipur,7,3,0,9.15,4,2715.96,9417.07,6,78,8,0,0,0,920.74,0
TXN05-00111,5,2026-05-14 07:06:59,1454.17,Taxi,50002,UPI,DEV-05-1,Android,Mumbai,7,3,0,3.07,5,2718.8,9374.22,10,79,28,0,0,0,920.74,0
TXN05-00112,5,2026-05-14 07:29:59,2533.13,Taxi,50029,Card,DEV-05-1,Android,Mumbai,7,3,0,23.0,6,2707.41,9332.66,2,80,29,0,0,0,0.0,0
TXN05-00113,5,2026-05-14 07:43:28,504.76,Hotels,50005,UPI,DEV-05-1,Android,Mumbai,7,3,0,13.48,7,2705.85,9290.92,8,81,30,0,0,0,0.0,0
TXN05-00114,5,2026-05-14 07:49:04,325.37,Hotels,50024,Card,DEV-05-2,iPhone,Mumbai,7,3,0,5.6,8,2686.37,9252.01,3,33,31,0,0,0,0.0,0
TXN05-00115,5,2026-05-14 07:49:32,1356.39,Restaurants,50001,UPI,DEV-05-2,iPhone,Pune,7,3,0,0.47,9,2665.66,9213.97,17,34,21,0,0,0,120.15,0
TXN05-00116,5,2026-05-14 08:37:24,934.31,Restaurants,50004,Card,DEV-05-1,Android,Pune,8,3,0,47.87,10,2654.28,9174.63,6,82,22,0,0,0,0.0,0
TXN05-00117,5,2026-05-14 09:19:21,497.84,Restaurants,50004,UPI,DEV-05-2,iPhone,Delhi,9,3,0,41.95,11,2639.45,9136.38,7,35,33,0,0,0,1179.48,0
TXN05-00118,5,2026-05-14 09:35:42,1744.54,Taxi,50002,UPI,DEV-05-1,Android,Pune,9,3,0,16.35,12,2621.14,9099.39,11,83,23,0,0,0,1179.48,0
TXN05-00119,5,2026-05-14 09:37:29,513.0,Taxi,50002,Card,DEV-05-1,Android,Delhi,9,3,0,1.78,13,2613.72,9061.11,12,84,34,0,0,0,1179.48,0
TXN05-00120,5,2026-05-14 10:07:45,878.08,Restaurants,50004,Card,DEV-05-2,iPhone,Jaipur,10,3,0,30.27,14,2596.06,9024.99,8,36,9,0,0,0,237.53,0
TXN05-00121,5,2026-05-14 10:43:52,4000.0,Fuel,50003,Card,DEV-05-1,Android,Pune,10,3,0,36.12,15,2581.75,8988.67,17,85,24,0,0,0,953.87,0
TXN05-00122,5,2026-05-14 10:43:58,1867.72,Taxi,50030,UPI,DEV-05-1,Android,Delhi,10,3,0,0.1,16,2593.47,8952.37,1,86,35,0,0,1,1179.48,0
TXN05-00123,5,2026-05-14 10:50:24,1295.97,Fuel,50003,UPI,DEV-05-2,iPhone,Mumbai,10,3,0,6.43,17,2587.52,8915.84,18,37,32,0,0,0,1153.24,0
TXN05-00124,5,2026-05-14 11:14:58,975.44,Fuel,50013,UPI,DEV-05-2,iPhone,Pune,11,3,0,24.57,18,2577.02,8880.28,7,38,25,0,0,0,120.15,0
TXN05-00125,5,2026-05-14 11:15:02,1173.09,Restaurants,50016,UPI,DEV-05-2,iPhone,Mumbai,11,3,0,0.07,19,2564.1,8845.56,3,39,33,0,0,0,120.15,0
TXN05-00126,5,2026-05-14 11:23:37,1353.46,Restaurants,50012,Card,DEV-05-1,Android,Bangalore,11,3,0,8.58,20,2552.97,8810.98,4,87,22,0,0,0,845.32,0
TXN05-00127,5,2026-05-14 11:30:06,4000.0,Hotels,50010,Card,DEV-05-1,Android,Delhi,11,3,0,6.48,21,2543.45,8776.59,6,88,36,0,0,0,1750.11,0
TXN05-00128,5,2026-05-14 12:00:10,863.87,Hotels,50005,Card,DEV-05-1,Android,Delhi,12,3,0,30.07,22,2554.92,8742.92,9,89,37,0,0,0,0.0,0
TXN05-00129,5,2026-05-14 12:40:47,2933.85,Hotels,50031,UPI,DEV-05-1,Android,Bangalore,12,3,0,40.62,23,2541.71,8709.97,1,90,23,0,0,1,1750.11,0
TXN05-00130,5,2026-05-14 13:02:44,3169.34,Restaurants,50008,UPI,DEV-05-1,Android,Mumbai,13,3,0,21.95,24,2544.75,8676.21,4,91,34,0,0,0,845.32,0
TXN05-00131,5,2026-05-14 13:41:00,2124.03,Fuel,50013,UPI,DEV-05-2,iPhone,Delhi,13,3,0,38.27,25,2549.56,8642.95,8,40,38,0,0,0,1153.24,0
TXN05-00132,5,2026-05-14 14:58:26,983.51,Hotels,50005,Card,DEV-05-1,Android,Delhi,14,3,0,77.43,26,2546.31,8609.98,10,92,39,0,0,0,0.0,0
TXN05-00133,5,2026-05-14 15:12:25,2298.75,Fuel,50003,Card,DEV-05-2,iPhone,Pune,15,3,0,13.98,27,2534.47,8578.38,19,41,26,0,0,0,1179.48,0
TXN05-00134,5,2026-05-14 15:33:25,983.37,Fuel,50028,UPI,DEV-05-2,iPhone,Delhi,15,3,0,21.0,28,2532.7,8546.09,2,42,40,0,0,0,1179.48,0
TXN05-00135,5,2026-05-14 15:43:27,4000.0,Fuel,50013,Card,DEV-05-1,Android,Mumbai,15,3,0,10.03,29,2521.13,8515.19,9,93,35,0,0,0,1153.24,0
TXN05-00136,5,2026-05-14 15:52:54,1456.89,Fuel,50003,Card,DEV-05-3,Web,Delhi,15,3,0,9.45,30,2532.09,8484.54,20,1,41,1,0,0,1153.24,0
TXN05-00137,5,2026-05-14 15:58:02,1029.97,Hotels,50017,Card,DEV-05-1,Android,Delhi,15,3,0,5.13,31,2524.18,8453.78,2,94,42,0,0,0,0.0,0
TXN05-00138,5,2026-05-14 16:19:06,2627.86,Restaurants,50001,Card,DEV-05-1,Android,Bangalore,16,3,0,21.07,32,2513.28,8423.84,18,95,24,0,0,0,1750.11,0
TXN05-00139,5,2026-05-14 16:45:12,739.33,Restaurants,50004,UPI,DEV-05-2,iPhone,Jaipur,16,3,0,26.1,33,2514.11,8393.26,9,43,10,0,0,0,1561.54,0
TXN05-00140,5,2026-05-14 17:06:06,1187.44,Fuel,50003,UPI,DEV-05-1,Android,Delhi,17,3,0,20.9,34,2501.34,8364.36,21,96,43,0,0,0,237.53,0
